,Price,Local,Surface,Bathroom,Floor
8026,€ 459.000,5+ ,160,2 ,3
8027,€ 145.000,3 ,75,2 ,Piano rialzato
8028,€ 340.000,3 ,80,1 ,5
8030,€ 67.000,2 ,52,1 ,Piano terra
8031,€ 269.000,3 ,110,2 ,3
8032,€ 210.000,3 ,70,1 ,Piano terra
8033,€ 169.000,4 ,108,2 ,2
8034,€ 295.000,2 ,61,1 ,2
8035,€ 795.000,5+ ,190,3+ ,Ultimo
8036,€ 1.050.000,5 ,183,2 ,2
8037,€ 585.000,5 ,133,2 ,4
8038,€ 550.000,3 ,117,2 ,4
8039,€ 109.000,2 ,38,1 ,Piano terra
8040,€ 389.000,5 ,236,3 ,5
8041,€ 230.000,4 ,100,2 ,1
8044,€ 730.000,5+ ,240,3+ ,Ultimo
8045,€ 210.000,2 ,60,1 ,2
8046,€ 425.000,5 ,137,2 ,1
8047,€ 1.299.000,5+ ,250,2 ,3
8048,€ 359.000,3 ,80,2 ,Piano rialzato
8049,€ 165.000,4 ,85,1 ,3
8050,€ 219.000,5 ,130,1 ,Piano rialzato
8052,€ 880.000,3 ,159,2 ,3
8054,€ 149.000,2 ,55,1 ,Piano terra
8055,€ 229.000,3 ,85,1 ,Piano rialzato
8056,€ 299.000,5+ ,192,2 ,Piano terra
8057,€ 449.000,4 ,150,2 ,1
8058,€ 470.000,4 ,128,2 ,1
8059,€ 380.000,4 ,120,2 ,8
8060,€ 1.150.000,5 ,163,2 ,Piano terra
8061,€ 387.000,4 ,111,2 ,5
8062,€ 243.000,2 ,68,1 ,Ultimo
8063,€ 400.000,2 ,65,1 ,2
8064,€ 299.000,3 ,85,2 ,7
8065,€ 159.000,2 ,55,1 ,3
8067,€ 339.000,5 ,135,2 ,>10
8068,€ 140.000,2 ,70,1 ,Piano rialzato
8069,€ 520.000,5+ ,173,2 ,2
8071,€ 149.000,4 ,120,1 ,6
8072,€ 312.000,3 ,95,2 ,4
8073,€ 175.000,2 ,60,1 ,Piano terra
8074,€ 589.000,5+ ,160,2 ,2
8076,€ 695.000,5+ ,160,3 ,4
8077,€ 188.000,2 ,52,1 ,Piano terra
8080,€ 169.000,2 ,50,1 ,2
8081,€ 220.000,3 ,106,2 ,3
8083,€ 285.000,3 ,100,1 ,3
8084,€ 279.000,3 ,90,1 ,Ultimo
8085,€ 129.000,2 ,63,1 ,Piano terra
8087,€ 229.000,3 ,85,1 ,Piano terra
8088,€ 119.000,2 ,35,1 ,Piano terra
8089,€ 274.000,4 ,174,3 ,1
8090,€ 315.000,3 ,107,2 ,1
8091,€ 195.000,2 ,60,1 ,2
8092,€ 119.000,2 ,45,1 ,2
8093,€ 428.000,4 ,145,2 ,1
8095,€ 269.000,4 ,95,2 ,3
8096,€ 319.000,3 ,95,2 ,Piano terra
8097,€ 148.000,3 ,73,1 ,3
8098,€ 369.000,4 ,127,2 ,6
8099,€ 298.000,2 ,87,1 ,1
8100,€ 105.000,1 ,45,1 ,1
8101,€ 439.000,4 ,139,2 ,4
8102,€ 215.000,3 ,95,1 ,4
8103,€ 59.000,1 ,38,1 ,1
8105,€ 699.000,5+ ,170,1 ,3
8106,€ 219.000,3 ,70,1 ,7
8107,€ 400.000,2 ,95,2 ,Piano terra
8108,€ 280.000,2 ,55,1 ,3
8110,€ 650.000,2 ,64,1 ,3
8111,€ 730.000,5 ,228,3 ,6
8112,€ 6.400.000,5+ ,750,3+ ,3
8113,€ 520.000,5+ ,180,2 ,3
8114,€ 615.000,4 ,140,2 ,3
8115,€ 225.000,3 ,90,1 ,1
8116,€ 349.000,3 ,90,1 ,2
8117,€ 249.000,2 ,74,1 ,4
8120,€ 400.000,2 ,75,1 ,1
8123,€ 380.000,5 ,120,2 ,2
8124,€ 250.000,2 ,65,2 ,1
8125,€ 129.000,3 ,70,1 ,Ultimo
8126,€ 159.000,5 ,135,2 ,7
8127,€ 285.000,4 ,120,2 ,5
8128,€ 595.000,4 ,160,2 ,Piano terra
8129,€ 179.000,3 ,75,1 ,1
8131,€ 185.000,5+ ,160,1 ,Piano terra
8133,€ 1.270.000,5+ ,300,3 ,1
8134,€ 1.200.000,4 ,200,3 ,Piano terra
8135,€ 125.000,2 ,74,1 ,2
8136,€ 149.000,3 ,72,1 ,2
8137,€ 200.000,3 ,99,1 ,2
8138,€ 155.000,2 ,60,1 ,Ultimo
8139,€ 258.000,3 ,90,2 ,3
8140,€ 418.000,4 ,97,1 ,Ultimo
8141,€ 250.000,2 ,60,1 ,5
8144,€ 139.000,3 ,71,1 ,4
8146,€ 209.000,2 ,99,1 ,6
8147,€ 149.000,3 ,65,1 ,Piano rialzato
8148,€ 209.000,3 ,90,1 ,Ultimo
8149,€ 135.000,3 ,75,1 ,2
8150,€ 420.000,3 ,115,2 ,Piano terra
8151,€ 222.000,1 ,50,1 ,1
8152,€ 253.000,3 ,85,2 ,6
8153,€ 1.290.000,5 ,140,2 ,Ultimo
8154,€ 569.000,2 ,65,1 ,1
8155,€ 529.000,5+ ,200,3+ ,4
8157,€ 279.000,3 ,95,2 ,7
8158,€ 399.000,4 ,120,1 ,4
8159,€ 184.000,2 ,45,1 ,4
8161,€ 749.000,4 ,130,2 ,2
8162,€ 149.000,2 ,40,1 ,3
8163,€ 1.250.000,5+ ,280,3 ,Ultimo
8164,€ 399.000,4 ,130,2 ,Ultimo
8165,€ 329.000,3 ,80,1 ,5
8166,€ 179.000,3 ,90,1 ,Piano rialzato
8168,€ 287.000,4 ,90,2 ,Ultimo
8169,€ 489.000,3 ,100,1 ,Piano terra
8170,€ 499.000,3 ,70,1 ,Ultimo
8171,€ 795.000,4 ,143,2 ,1
8172,€ 255.000,2 ,60,1 ,Piano terra
8173,€ 325.000,3 ,120,3+ ,2
8174,€ 199.000,1 ,100,1 ,Piano terra
8175,€ 1.200.000,5 ,120,2 ,3
8178,€ 330.000,4 ,105,1 ,3
8180,€ 245.000,4 ,97,1 ,2
8181,€ 499.000,2 ,60,1 ,4
8183,€ 79.000,2 ,30,1 ,Seminterrato
8184,€ 359.000,3 ,80,2 ,Piano terra
8185,€ 1.090.000,5 ,180,2 ,2
8186,€ 130.000,3 ,90,2 ,Piano terra
8187,€ 649.000,5+ ,170,2 ,3
8188,€ 449.000,5+ ,150,2 ,1
8189,€ 549.000,5 ,180,2 ,4
8190,€ 269.000,4 ,98,2 ,Piano rialzato
8191,€ 239.000,3 ,75,1 ,5
8192,€ 499.000,4 ,130,2 ,8
8193,€ 750.000,5+ ,310,3 ,3
8195,€ 359.000,4 ,125,2 ,1
8196,€ 245.000,2 ,60,1 ,3
8199,€ 199.000,2 ,45,1 ,1
8200,€ 319.000,3 ,90,1 ,2
8201,€ 299.000,3 ,80,1 ,1
8202,€ 845.000,5+ ,250,3+ ,Piano terra
8203,€ 290.000,3 ,85,2 ,1
8204,€ 245.000,3 ,95,1 ,4
8205,€ 359.000,4 ,120,2 ,2
8206,€ 110.000,2 ,50,1 ,Piano terra
8207,€ 449.000,3 ,100,1 ,Seminterrato
8208,€ 215.000,3 ,85,2 ,5
8209,€ 220.000,2 ,80,1 ,Piano terra
8210,€ 330.000,4 ,97,2 ,Piano terra
8211,€ 435.000,4 ,120,3 ,3
8213,€ 580.000,5 ,160,3 ,Interrato
8214,€ 199.000,3 ,102,2 ,2
8215,€ 115.000,2 ,45,1 ,Piano terra
8216,€ 370.000,3 ,123,1 ,Piano rialzato
8217,€ 320.000,3 ,118,2 ,2
8218,€ 208.000,3 ,86,1 ,Piano terra
8219,€ 349.000,2 ,60,1 ,Piano rialzato
8220,€ 495.000,3 ,115,2 ,1
8221,€ 159.000,2 ,71,1 ,Piano terra
8223,€ 395.000,3 ,89,2 ,Piano terra
8224,€ 249.000,3 ,90,1 ,2
8225,€ 830.000,5+ ,250,3 ,2
8227,€ 1.050.000,3 ,104,2 ,4
8228,€ 328.000,4 ,130,2 ,2
8229,€ 445.000,5 ,185,2 ,Ultimo
8230,€ 280.000,3 ,93,1 ,Piano rialzato
8231,€ 330.000,3 ,78,1 ,4
8232,€ 315.000,3 ,80,2 ,Ultimo
8233,€ 399.000,2 ,45,1 ,1
8235,€ 169.000,3 ,100,2 ,2
8236,€ 125.000,2 ,45,1 ,Piano rialzato
8237,€ 249.000,3 ,90,2 ,5
8238,€ 319.000,5 ,136,2 ,7
8239,€ 135.000,2 ,55,1 ,3
8241,€ 205.000,3 ,105,1 ,Ultimo
8242,€ 380.000,4 ,127,2 ,1
8243,€ 650.000,5 ,182,3 ,2
8244,€ 1.130.000,5+ ,216,1 ,2
8245,€ 1.545.000,3 ,130,3 ,6
8246,€ 175.000,2 ,60,1 ,1
8247,€ 189.000,3 ,80,1 ,1
8248,€ 360.000,3 ,90,1 ,Piano terra
8249,€ 595.000,5 ,149,2 ,1
8250,€ 248.000,3 ,90,1 ,Piano terra
8251,€ 175.000,3 ,90,1 ,1
8252,€ 350.000,3 ,100,1 ,Piano terra
8253,€ 80.000,2 ,50,1 ,2
8255,€ 220.000,2 ,60,1 ,5
8256,€ 77.000,1 ,30,1 ,Ultimo
8257,€ 165.000,3 ,85,1 ,Piano terra
8258,€ 970.000,5+ ,160,2 ,Piano terra
8259,€ 279.000,1 ,210,2 ,Piano terra
8260,€ 319.000,5+ ,150,2 ,3
8261,€ 210.000,2 ,50,1 ,Ultimo
8263,€ 845.000,5 ,175,2 ,1
8264,€ 470.000,5+ ,157,2 ,2
8265,€ 349.000,4 ,130,2 ,Piano rialzato
8266,€ 599.000,5 ,150,2 ,3
8267,€ 239.000,4 ,77,1 ,6
8268,€ 430.000,5 ,150,2 ,5
8269,€ 299.000,4 ,140,2 ,2
8270,€ 285.000,3 ,80,1 ,1
8271,€ 310.000,3 ,64,1 ,Piano terra
8272,€ 965.000,4 ,135,1 ,2
8273,€ 239.000,4 ,100,2 ,2
8274,€ 89.000,1 ,40,1 ,Piano terra
8275,€ 138.000,2 ,50,1 ,2
8276,€ 215.000,3 ,60,1 ,1
8277,€ 219.000,3 ,80,1 ,Piano rialzato
8278,€ 210.000,2 ,66,1 ,2
8279,€ 135.000,2 ,64,1 ,Piano terra
8280,€ 895.000,4 ,147,2 ,2
8281,€ 570.000,5 ,220,3 ,1
8282,€ 345.000,4 ,90,2 ,Piano terra
8283,€ 895.000,5 ,138,2 ,3
8284,€ 520.000,3 ,90,1 ,Piano terra
8285,€ 695.000,5 ,182,2 ,2
8286,€ 599.000,4 ,120,1 ,2
8287,€ 299.000,1 ,55,1 ,Piano terra
8288,€ 550.000,2 ,84,1 ,Piano terra
8289,€ 495.000,3 ,87,1 ,1
8290,€ 760.000,3 ,128,1 ,3
8291,€ 145.000,2 ,70,1 ,Piano terra
8292,€ 350.000,1 ,50,1 ,1
8293,€ 379.000,3 ,109,1 ,Piano terra
8294,€ 1.190.000,5 ,145,2 ,3
8295,€ 229.000,1 ,50,1 ,Ultimo
8296,€ 280.000,4 ,100,2 ,1
8297,€ 799.000,5+ ,95,1 ,3
8299,€ 445.000,5 ,87,1 ,2
8300,€ 360.000,2 ,50,2 ,Piano terra
8301,€ 185.000,3 ,90,2 ,Piano terra
8303,€ 645.000,4 ,150,2 ,4
8304,€ 1.470.000,5+ ,303,3+ ,Piano terra
8305,€ 289.000,3 ,113,1 ,Ultimo
8306,€ 495.000,5 ,125,2 ,Ultimo
8307,€ 720.000,3 ,87,1 ,2
8308,€ 385.000,4 ,120,2 ,1
8309,€ 860.000,3 ,140,2 ,Piano terra
8310,€ 850.000,3 ,125,1 ,Seminterrato
8312,€ 175.000,2 ,60,1 ,1
8313,€ 260.000,2 ,40,1 ,Ultimo
8314,€ 199.000,3 ,94,1 ,3
8315,€ 760.000,4 ,118,2 ,1
8316,€ 187.000,3 ,80,2 ,Piano terra
8317,€ 595.000,2 ,67,1 ,2
8318,€ 695.000,3 ,90,1 ,1
8319,€ 575.000,4 ,100,1 ,2
8320,€ 480.000,4 ,140,2 ,Piano terra
8321,€ 220.000,3 ,143,2 ,Piano terra
8322,€ 229.000,3 ,90,2 ,5
8323,€ 205.000,3 ,100,2 ,6
8324,€ 155.000,1 ,40,1 ,Seminterrato
8325,€ 87.000,2 ,40,1 ,Ultimo
8326,€ 259.000,3 ,70,1 ,3
8327,€ 219.000,2 ,75,1 ,4
8328,€ 191.000,3 ,95,2 ,2
8330,€ 249.000,3 ,85,1 ,2
8331,€ 290.000,3 ,90,2 ,Ultimo
8332,€ 140.000,2 ,55,1 ,2
8333,€ 195.000,3 ,100,1 ,1
8334,€ 190.000,3 ,90,1 ,Piano rialzato
8335,€ 1.250.000,5 ,142,2 ,2
8336,€ 179.000,3 ,75,1 ,3
8337,€ 569.000,4 ,150,3 ,1
8338,€ 185.000,3 ,86,1 ,Ultimo
8339,€ 1.500.000,5+ ,299,3 ,2
8340,€ 590.000,4 ,155,1 ,1
8341,€ 229.000,3 ,75,1 ,Piano terra
8343,€ 630.000,2 ,67,1 ,2
8344,€ 1.050.000,5+ ,232,3 ,4
8345,€ 315.000,2 ,65,1 ,Ultimo
8346,€ 395.000,4 ,145,2 ,2
8347,€ 1.850.000,5+ ,229,3 ,1
8348,€ 340.000,3 ,96,1 ,8
8349,€ 77.000,2 ,65,1 ,Ultimo
8350,€ 229.000,3 ,60,1 ,Piano terra
8351,€ 89.000,2 ,40,1 ,Piano terra
8352,€ 379.000,4 ,113,2 ,Ultimo
8353,€ 980.000,5+ ,114,2 ,3
8354,€ 188.000,2 ,50,1 ,1
8355,€ 230.000,3 ,85,2 ,2
8356,€ 165.000,2 ,40,1 ,Ultimo
8357,€ 195.000,4 ,132,2 ,3
8360,€ 400.000,5 ,150,2 ,Ultimo
8361,€ 445.000,4 ,125,2 ,1
8362,€ 269.000,3 ,110,1 ,4
8363,€ 135.000,3 ,70,1 ,Ultimo
8364,€ 530.000,5 ,170,2 ,Ultimo
8365,€ 870.000,3 ,65,1 ,3
8366,€ 260.000,2 ,70,1 ,1
8367,€ 1.430.000,5+ ,293,3+ ,7
8368,€ 185.000,2 ,45,2 ,Piano terra
8369,€ 750.000,5 ,208,3 ,Piano terra
8370,€ 570.000,2 ,50,1 ,3
8371,€ 175.000,2 ,55,1 ,1
8372,€ 358.000,4 ,147,2 ,3
8374,€ 559.000,5+ ,155,2 ,3
8375,€ 439.000,4 ,120,2 ,3
8376,€ 499.000,4 ,120,2 ,Piano terra
8378,€ 379.000,3 ,110,3 ,1
8379,€ 79.000,2 ,100,1 ,Seminterrato
8380,€ 219.000,3 ,65,1 ,Piano rialzato
8381,€ 100.000,2 ,40,1 ,1
8382,€ 175.000,3 ,70,1 ,Piano terra
8383,€ 150.000,3 ,84,2 ,2
8384,€ 269.000,3 ,80,1 ,1
8385,€ 185.000,3 ,80,1 ,Piano terra
8386,€ 243.000,3 ,60,1 ,Ultimo
8387,€ 260.000,4 ,110,2 ,Ultimo
8388,€ 135.000,2 ,48,1 ,1
8389,€ 595.000,4 ,170,2 ,2
8390,€ 242.000,2 ,74,1 ,3
8391,€ 229.000,4 ,102,1 ,2
8392,€ 189.000,2 ,65,1 ,1
8393,€ 169.000,4 ,90,1 ,1
8394,€ 369.000,5 ,110,1 ,3
8395,€ 269.000,3 ,75,1 ,5
8396,€ 210.000,3 ,60,1 ,1
8397,€ 265.000,2 ,56,1 ,4
8398,€ 149.000,2 ,50,1 ,2
8399,€ 1.950.000,5+ ,270,3 ,1
8400,€ 415.000,4 ,120,2 ,5
8401,€ 315.000,5 ,140,2 ,3
8402,€ 350.000,2 ,54,1 ,4
8404,€ 459.000,5 ,160,2 ,Piano terra
8405,€ 315.000,5 ,125,2 ,Ultimo
8407,€ 185.000,2 ,64,1 ,Piano terra
8408,€ 229.000,3 ,100,1 ,4
8409,€ 169.000,4 ,80,2 ,Ultimo
8410,€ 270.000,3 ,75,1 ,5
8411,€ 319.000,3 ,85,1 ,2
8412,€ 355.000,3 ,133,2 ,1
8413,€ 140.000,3 ,80,1 ,1
8414,€ 149.000,3 ,75,1 ,1
8415,€ 690.000,5+ ,223,2 ,1
8416,€ 248.000,3 ,100,1 ,Ultimo
8417,€ 119.000,2 ,60,2 ,1
8418,€ 219.000,3 ,70,1 ,Piano terra
8419,€ 199.000,4 ,130,2 ,2
8420,€ 179.000,4 ,85,2 ,1
8421,€ 570.000,5+ ,169,2 ,Piano rialzato
8422,€ 249.000,3 ,90,2 ,2
8423,€ 169.000,3 ,95,1 ,Piano rialzato
8424,€ 250.000,2 ,56,1 ,3
8427,€ 229.000,3 ,60,1 ,2
8428,€ 225.000,2 ,55,1 ,1
8430,€ 225.000,2 ,70,1 ,4
8431,€ 199.000,2 ,45,1 ,Ultimo
8432,€ 130.000,2 ,59,1 ,2
8433,€ 199.000,4 ,96,2 ,Piano terra
8434,€ 230.000,3 ,75,1 ,Piano terra
8435,€ 235.000,3 ,75,2 ,Ultimo
8436,€ 355.000,3 ,88,1 ,2
8438,€ 950.000,5+ ,190,2 ,Piano rialzato
8439,€ 265.000,2 ,56,1 ,2
8440,€ 89.000,2 ,45,1 ,1
8441,€ 211.000,3 ,77,1 ,1
8442,€ 345.000,4 ,120,2 ,Ultimo
8443,€ 630.000,5+ ,185,2 ,2
8444,€ 339.000,3 ,75,1 ,Ultimo
8445,€ 189.000,2 ,55,1 ,Piano rialzato
8447,€ 159.000,4 ,105,2 ,Ultimo
8448,€ 308.000,3 ,70,1 ,5
8449,€ 629.000,5 ,160,2 ,Piano terra
8450,€ 399.000,5 ,123,2 ,3
8451,€ 215.000,5 ,145,2 ,Ultimo
8452,€ 109.000,2 ,50,1 ,3
8453,€ 199.000,2 ,70,1 ,5
8454,€ 170.000,2 ,43,1 ,Seminterrato
8455,€ 135.000,4 ,75,1 ,1
8457,€ 439.000,3 ,90,1 ,4
8458,€ 155.000,2 ,60,1 ,2
8459,€ 435.000,4 ,135,2 ,1
8460,€ 449.000,4 ,221,3 ,5
8461,€ 119.000,2 ,45,1 ,2
8462,€ 165.000,3 ,78,2 ,2
8463,€ 125.000,2 ,35,1 ,1
8464,€ 470.000,4 ,130,2 ,1
8465,€ 530.000,5 ,135,3 ,3
8466,€ 109.000,1 ,43,1 ,2
8467,€ 685.000,4 ,150,3 ,4
8468,€ 169.000,2 ,55,1 ,4
8469,€ 185.000,4 ,100,2 ,1
8470,€ 439.000,3 ,100,2 ,Ultimo
8471,€ 179.000,2 ,60,1 ,Piano terra
8472,€ 320.000,3 ,120,2 ,2
8473,€ 97.000,1 ,60,1 ,Piano terra
8474,€ 420.000,4 ,120,2 ,Ultimo
8475,€ 152.000,3 ,70,1 ,1
8476,€ 130.000,3 ,75,1 ,Ultimo
8477,€ 230.000,5 ,140,3 ,Ultimo
8478,€ 139.000,2 ,57,1 ,Ultimo
8480,€ 175.000,2 ,45,1 ,Piano terra
8484,€ 130.000,2 ,55,1 ,1
8485,€ 115.000,2 ,45,1 ,Piano terra
8486,€ 135.000,4 ,88,1 ,2
8487,€ 119.000,2 ,70,1 ,3
8488,€ 245.000,2 ,80,1 ,2
8489,€ 225.000,3 ,80,2 ,1
8490,€ 179.000,3 ,78,1 ,Ultimo
8491,€ 169.000,2 ,60,1 ,2
8492,€ 285.000,4 ,125,2 ,Ultimo
8493,€ 1.100.000,5 ,120,3+ ,1
8494,€ 498.000,3 ,130,3+ ,Piano terra
8495,€ 89.000,2 ,55,1 ,Ultimo
8496,€ 200.000,2 ,94,1 ,1
8497,€ 209.000,2 ,81,1 ,Piano terra
8498,€ 215.000,2 ,65,1 ,3
8499,€ 199.000,4 ,125,2 ,2
8500,€ 339.000,3 ,105,2 ,5
8501,€ 650.000,4 ,196,3 ,1
8502,€ 375.000,5 ,120,2 ,6
8503,€ 240.000,2 ,55,1 ,Piano terra
8504,€ 395.000,4 ,157,2 ,Piano terra
8505,€ 159.000,3 ,86,2 ,3
8506,€ 390.000,3 ,90,1 ,Ultimo
8507,€ 200.000,3 ,90,1 ,Ultimo
8509,€ 189.000,4 ,125,2 ,3
8510,€ 175.000,3 ,100,2 ,Piano terra
8511,€ 169.000,2 ,55,1 ,1
8512,€ 128.000,2 ,60,1 ,2
8513,€ 168.000,2 ,60,1 ,Piano terra
8514,€ 850.000,4 ,180,3 ,2
8515,€ 315.000,2 ,65,1 ,Piano terra
8516,€ 249.000,3 ,100,2 ,7
8517,€ 449.000,3 ,120,2 ,1
8518,€ 215.000,3 ,60,1 ,Piano terra
8520,€ 250.000,2 ,93,1 ,Piano terra
8521,€ 295.000,3 ,100,2 ,10
8522,€ 168.000,2 ,60,1 ,3
8523,€ 430.000,4 ,125,2 ,5
8525,€ 540.000,4 ,150,2 ,1
8526,€ 135.000,3 ,70,1 ,Piano terra
8527,€ 335.000,4 ,120,2 ,Ultimo
8528,€ 610.000,4 ,80,2 ,Piano terra
8529,€ 275.000,4 ,115,2 ,1
8530,€ 369.000,3 ,103,1 ,1
8532,€ 298.000,3 ,75,1 ,4
8533,€ 950.000,4 ,200,3+ ,2
8534,€ 119.000,2 ,61,1 ,1
8536,€ 149.000,3 ,70,1 ,2
8537,€ 710.000,3 ,137,2 ,1
8538,€ 239.000,4 ,100,2 ,3
8539,€ 269.000,3 ,90,1 ,Piano terra
8540,€ 285.000,5 ,139,2 ,8
8541,€ 179.000,3 ,97,2 ,4
8542,€ 550.000,5 ,145,2 ,2
8543,€ 265.000,5 ,121,2 ,3
8544,€ 250.000,2 ,90,2 ,4
8545,€ 115.000,2 ,52,1 ,4
8546,€ 150.000,2 ,53,1 ,2
8547,€ 95.000,4 ,92,2 ,Piano terra
8548,€ 580.000,4 ,172,2 ,1
8549,€ 249.000,3 ,87,1 ,2
8550,€ 419.000,4 ,170,2 ,Piano rialzato
8551,€ 239.000,4 ,115,1 ,4
8553,€ 230.000,3 ,97,1 ,2
8554,€ 175.000,3 ,70,1 ,3
8555,€ 189.000,4 ,125,2 ,1
8556,€ 265.000,2 ,70,1 ,Piano rialzato
8557,€ 99.000,2 ,60,1 ,1
8558,€ 145.000,2 ,70,1 ,2
8559,€ 220.000,3 ,80,2 ,3
8560,€ 159.000,4 ,101,2 ,1
8561,€ 689.000,4 ,150,2 ,1
8562,€ 1.100.000,5+ ,174,2 ,3
8563,€ 105.000,2 ,50,1 ,3
8564,€ 900.000,5 ,168,2 ,1
8565,€ 185.000,3 ,79,2 ,Piano rialzato
8566,€ 495.000,5 ,165,3 ,1
8567,€ 550.000,5 ,145,2 ,2
8569,€ 219.000,3 ,85,1 ,3
8570,€ 129.000,2 ,60,1 ,1
8571,€ 99.000,2 ,75,2 ,2
8572,€ 180.000,2 ,50,1 ,1
8574,€ 269.000,3 ,135,2 ,1
8575,€ 323.000,3 ,86,2 ,1
8578,€ 139.500,1 ,140,2 ,Seminterrato
8579,€ 651.500,4 ,176,2 ,Ultimo
8581,€ 79.000,1 ,35,1 ,Piano rialzato
8583,€ 470.000,4 ,135,2 ,8
8585,€ 165.000,4 ,80,1 ,1
8586,€ 165.000,1 ,35,1 ,Piano terra
8588,€ 239.000,4 ,130,2 ,Ultimo
8589,€ 95.000,2 ,40,1 ,1
8590,€ 250.000,3 ,107,2 ,Piano terra
8591,€ 268.000,1 ,60,1 ,Ultimo
8592,€ 2.390.000,5+ ,500,3+ ,Piano terra
8593,€ 155.000,3 ,85,1 ,Ultimo
8594,€ 269.000,3 ,85,1 ,5
8595,€ 275.000,4 ,100,2 ,1
8597,€ 220.000,3 ,65,2 ,1
8598,€ 185.000,1 ,40,1 ,1
8601,€ 110.000,5 ,120,2 ,Piano terra
8602,€ 275.000,2 ,65,1 ,1
8603,€ 470.000,3 ,116,1 ,4
8604,€ 540.000,4 ,115,2 ,Ultimo
8606,€ 309.000,3 ,75,1 ,1
8607,€ 109.000,2 ,49,1 ,Ultimo
8608,€ 109.000,2 ,49,1 ,Ultimo
8609,€ 460.000,3 ,100,2 ,2
8610,€ 275.000,4 ,110,2 ,2
8611,€ 285.000,3 ,85,1 ,3
8612,€ 199.000,3 ,85,1 ,1
8614,€ 75.000,1 ,37,1 ,Piano terra
8615,€ 595.000,4 ,165,3 ,3
8616,€ 209.000,2 ,57,1 ,4
8617,€ 348.000,4 ,175,3 ,1
8619,€ 215.000,3 ,87,1 ,2
8620,€ 390.000,4 ,107,2 ,Piano terra
8621,€ 245.000,3 ,70,2 ,Piano terra
8622,€ 299.000,4 ,95,2 ,1
8623,€ 185.000,3 ,90,1 ,2
8624,€ 145.000,2 ,50,1 ,Piano terra
8625,€ 289.000,3 ,100,1 ,6
8626,€ 420.000,4 ,115,1 ,1
8627,€ 475.000,3 ,93,1 ,1
8628,€ 218.000,2 ,60,1 ,4
8629,€ 340.000,3 ,95,2 ,Piano terra
8630,€ 480.000,5 ,140,2 ,4
8631,€ 649.000,5+ ,240,3 ,2
8632,€ 249.000,3 ,64,1 ,2
8633,€ 295.000,4 ,118,2 ,2
8634,€ 185.000,3 ,85,2 ,Ultimo
8635,€ 189.000,2 ,60,1 ,1
8636,€ 189.000,2 ,60,1 ,1
8637,€ 295.000,2 ,75,1 ,Piano terra
8639,€ 150.000,2 ,56,1 ,2
8640,€ 189.000,3 ,75,1 ,Piano terra
8641,€ 180.000,3 ,80,1 ,1
8642,€ 419.000,3 ,90,1 ,2
8643,€ 239.000,2 ,60,1 ,Piano rialzato
8644,€ 159.000,3 ,56,1 ,Piano terra
8651,€ 1.290.000,5+ ,280,3+ ,3
8653,€ 455.000,5 ,110,1 ,3
8654,€ 650.000,5 ,151,2 ,4
8655,€ 500.000,5 ,180,3+ ,1
8656,€ 740.000,4 ,110,2 ,1
8659,€ 295.000,3 ,98,2 ,2
8661,€ 149.000,5+ ,130,1 ,Piano terra
8662,€ 99.000,1 ,40,1 ,3
8663,€ 389.000,4 ,120,2 ,5
8664,€ 169.000,3 ,70,1 ,1
8665,€ 695.000,5 ,200,3 ,Ultimo
8667,€ 225.000,4 ,110,3 ,2
8668,€ 345.000,4 ,103,2 ,Piano terra
8669,€ 549.000,5 ,150,2 ,2
8670,€ 239.000,2 ,60,2 ,2
8671,€ 299.000,3 ,115,1 ,Piano terra
8672,€ 175.000,4 ,106,2 ,3
8674,€ 223.000,3 ,80,2 ,1
8675,€ 340.000,4 ,116,2 ,1
8676,€ 279.000,4 ,90,1 ,3
8677,€ 135.000,2 ,40,1 ,Piano terra
8678,€ 239.000,3 ,80,2 ,1
8679,€ 249.000,3 ,106,2 ,2
8680,€ 135.000,2 ,60,1 ,7
8681,€ 106.000,2 ,58,1 ,Seminterrato
8682,€ 145.000,3 ,70,1 ,1
8683,€ 329.000,3 ,95,2 ,3
8684,€ 135.000,3 ,80,1 ,2
8685,€ 135.000,3 ,80,2 ,1
8686,€ 75.000,3 ,70,1 ,2
8687,€ 250.000,2 ,67,1 ,2
8688,€ 550.000,4 ,130,2 ,Piano terra
8689,€ 520.000,5+ ,150,2 ,Piano terra
8690,€ 139.000,4 ,180,2 ,3
8691,€ 549.000,2 ,55,1 ,1
8692,€ 298.000,2 ,87,1 ,1
8693,€ 371.000,2 ,51,1 ,1
8694,€ 464.000,4 ,120,2 ,2
8695,€ 289.000,3 ,105,1 ,4
8696,€ 169.000,2 ,73,1 ,5
8699,€ 209.000,2 ,71,1 ,Ultimo
8700,€ 439.000,5 ,135,3 ,Piano terra
8701,€ 249.000,2 ,73,1 ,3
8702,€ 698.000,5+ ,220,3+ ,5
8703,€ 269.000,3 ,70,2 ,Ultimo
8704,€ 249.000,5 ,125,2 ,4
8705,€ 119.000,3 ,80,1 ,2
8706,€ 629.000,5+ ,190,2 ,Ultimo
8707,€ 190.000,4 ,80,1 ,1
8708,€ 395.000,5 ,145,2 ,1
8709,€ 239.000,3 ,68,1 ,Ultimo
8710,€ 125.000,4 ,100,1 ,1
8711,€ 330.000,5 ,169,2 ,4
8712,€ 195.000,3 ,120,2 ,Piano terra
