2.250000000000000000e+05,2.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+05,3.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00
5.000000000000000000e+05,3.000000000000000000e+00,8.900000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00
5.740000000000000000e+05,4.000000000000000000e+00,8.900000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
3.000000000000000000e+05,2.000000000000000000e+00,4.600000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00
4.250000000000000000e+05,3.000000000000000000e+00,7.200000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00
6.690000000000000000e+05,5.000000000000000000e+00,8.600000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00
6.570000000000000000e+05,5.000000000000000000e+00,8.700000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
2.570000000000000000e+05,3.000000000000000000e+00,6.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
3.250000000000000000e+05,2.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00
5.690000000000000000e+05,3.000000000000000000e+00,7.400000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
1.750000000000000000e+05,2.000000000000000000e+00,5.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.170000000000000000e+05,2.000000000000000000e+00,5.400000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00
1.550000000000000000e+05,3.000000000000000000e+00,8.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.190000000000000000e+05,2.000000000000000000e+00,6.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
3.150000000000000000e+05,3.000000000000000000e+00,9.200000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
2.600000000000000000e+05,3.000000000000000000e+00,7.800000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00
5.200000000000000000e+05,3.000000000000000000e+00,1.050000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00
6.950000000000000000e+05,5.000000000000000000e+00,2.500000000000000000e+02,3.000000000000000000e+00,3.000000000000000000e+00
7.300000000000000000e+05,5.000000000000000000e+00,1.500000000000000000e+02,2.000000000000000000e+00,4.000000000000000000e+00
8.000000000000000000e+05,5.000000000000000000e+00,2.200000000000000000e+02,3.000000000000000000e+00,4.000000000000000000e+00
1.260000000000000000e+06,5.000000000000000000e+00,2.250000000000000000e+02,2.000000000000000000e+00,4.000000000000000000e+00
1.150000000000000000e+06,5.000000000000000000e+00,1.600000000000000000e+02,2.000000000000000000e+00,4.000000000000000000e+00
1.090000000000000000e+06,5.000000000000000000e+00,1.900000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00
